median_income,house_value
6.155000000000000249e+00,3.986000000000000210e+00
5.883000000000000007e+00,3.407000000000000028e+00
5.212799999999999656e+00,2.899000000000000021e+00
4.718799999999999883e+00,3.353000000000000203e+00
5.291500000000000092e+00,3.330000000000000071e+00
2.641099999999999781e+00,2.410000000000000142e+00
3.321400000000000130e+00,1.895999999999999908e+00
3.641700000000000159e+00,2.063000000000000167e+00
3.016099999999999781e+00,2.157000000000000028e+00
3.177099999999999813e+00,2.101999999999999869e+00
3.453100000000000058e+00,2.088000000000000078e+00
4.309800000000000075e+00,1.979000000000000092e+00
3.343799999999999883e+00,2.012999999999999901e+00
2.921300000000000008e+00,1.907999999999999918e+00
2.680600000000000094e+00,2.079000000000000181e+00
3.770799999999999930e+00,2.153000000000000025e+00
3.944399999999999906e+00,2.129000000000000004e+00
5.260100000000000442e+00,2.927000000000000046e+00
2.544399999999999995e+00,2.750000000000000000e+00
2.644699999999999829e+00,2.000000000000000000e+00
2.576200000000000045e+00,1.733999999999999986e+00
1.942700000000000093e+00,1.022000000000000020e+00
2.968799999999999883e+00,2.208000000000000185e+00
3.750000000000000000e+00,2.427999999999999936e+00
5.170200000000000351e+00,2.653999999999999915e+00
2.513900000000000023e+00,2.189999999999999947e+00
2.973199999999999843e+00,2.821000000000000174e+00
5.533699999999999619e+00,3.720000000000000195e+00
4.166699999999999626e+00,2.258000000000000007e+00
2.711500000000000021e+00,2.208000000000000185e+00
3.326900000000000190e+00,2.345000000000000195e+00
3.268499999999999961e+00,2.541999999999999815e+00
4.777800000000000047e+00,3.517999999999999794e+00
4.225999999999999979e+00,2.750000000000000000e+00
3.357099999999999973e+00,4.054000000000000270e+00
2.989900000000000002e+00,2.281000000000000139e+00
2.875000000000000000e+00,2.339999999999999858e+00
2.388199999999999878e+00,1.625000000000000000e+00
2.975000000000000089e+00,2.434000000000000163e+00
5.103900000000000325e+00,2.737999999999999989e+00
4.145800000000000374e+00,2.484999999999999876e+00
3.476199999999999957e+00,2.439999999999999947e+00
2.683300000000000018e+00,2.408999999999999808e+00
5.750000000000000000e+00,3.063000000000000167e+00
3.963200000000000056e+00,2.399999999999999911e+00
4.948900000000000077e+00,2.471000000000000085e+00
4.871100000000000207e+00,2.866000000000000103e+00
3.071800000000000086e+00,2.666999999999999815e+00
3.671899999999999942e+00,2.298000000000000043e+00
4.609399999999999942e+00,2.293000000000000149e+00
4.521300000000000097e+00,2.283999999999999808e+00
4.456199999999999939e+00,2.061999999999999833e+00
7.610999999999999766e+00,3.507000000000000117e+00
3.268899999999999917e+00,2.310000000000000053e+00
3.567000000000000171e+00,2.528999999999999915e+00
3.687500000000000000e+00,3.539000000000000146e+00
4.769499999999999851e+00,2.916999999999999815e+00
3.197200000000000042e+00,1.000000000000000000e+00
7.263399999999999856e+00,3.415999999999999925e+00
7.056799999999999962e+00,4.125000000000000000e+00
4.634999999999999787e+00,2.486000000000000210e+00
5.301499999999999879e+00,2.548999999999999932e+00
4.980100000000000193e+00,2.415000000000000036e+00
5.483399999999999608e+00,2.951999999999999957e+00
